valid_time,point_id,u100,v100,wind_speed_100m,t2m,sp,air_density,blh,power_kW
2024-01-01 08:00:00,1,4.200348,-4.3554077,6.0508265,260.062,83374.625,1.1168618,62.872353,134.9865669994698
2024-01-01 09:00:00,1,3.4623413,-3.8955383,5.211816,260.07437,83391.79,1.1170387,49.28454,82.14884257069059
2024-01-01 10:00:00,1,2.824356,-2.9842224,4.1088405,264.49872,83400.87,1.0984732,40.437416,33.62336223882615
2024-01-01 11:00:00,1,2.1941528,-1.9907379,2.9626582,265.226,83408.625,1.0955628,43.026962,0.0
2024-01-01 12:00:00,1,1.6096497,-1.4772797,2.1847944,267.08698,83373.53,1.0874717,110.23447,0.0
2024-01-01 13:00:00,1,1.5890045,-1.084198,1.9236476,271.9358,83343.97,1.0677025,235.7371,0.0
2024-01-01 14:00:00,1,2.7643738,-1.505722,3.1478503,272.62378,83295.766,1.0643921,359.71213,3.2529008458041546
2024-01-01 15:00:00,1,4.256256,-1.7753296,4.6116714,273.01123,83273.37,1.0625958,524.4406,51.897820581112335
2024-01-01 16:00:00,1,5.5230865,-2.047882,5.890527,273.64307,83295.94,1.0604296,699.10205,118.57867915927064
2024-01-01 17:00:00,1,6.200165,-2.2683868,6.6020923,273.73145,83325.375,1.0604619,813.02124,179.02101307543396
2024-01-01 18:00:00,1,5.900955,-1.4430847,6.074847,269.70337,83387.06,1.0770968,410.8297,131.63970524934427
2024-01-01 19:00:00,1,5.915863,-1.796875,6.1827335,268.54446,83499.86,1.0832083,284.89954,142.600690358181
2024-01-01 20:00:00,1,5.291977,-2.668869,5.926878,267.7655,83573.84,1.0873221,232.43431,123.81510328065802
2024-01-01 21:00:00,1,4.620056,-3.0286713,5.524289,266.9495,83598.83,1.0909718,133.35541,99.4587968713237
2024-01-01 22:00:00,1,4.3142548,-3.5258331,5.5717406,264.85336,83663.69,1.1004592,90.6346,103.26886924580276
2024-01-01 23:00:00,1,3.9131622,-3.2749329,5.102747,262.78052,83649.27,1.1089488,64.921524,74.7321373358264
2024-01-02 00:00:00,1,3.377777,-2.5506592,4.23264,262.74057,83683.42,1.1095701,45.10572,38.94351686755006
2024-01-02 01:00:00,1,2.5866241,-2.4190826,3.5415514,261.35178,83654.54,1.1150813,36.251263,15.788000629536404
2024-01-02 02:00:00,1,1.7948151,-2.362442,2.9668996,260.85123,83651.375,1.1171787,30.805939,0.0
2024-01-02 03:00:00,1,1.268158,-2.667511,2.9536147,260.51947,83625.84,1.11826,29.928598,0.0
2024-01-02 04:00:00,1,0.70210266,-3.0273132,3.1076636,258.6665,83587.195,1.1257502,29.719837,2.1646319510377405
2024-01-02 05:00:00,1,0.25816345,-3.2968292,3.3069217,258.44418,83522.7,1.1258492,29.381268,8.49112983466168
2024-01-02 06:00:00,1,-0.37275696,-3.8924408,3.9102485,257.17438,83469.234,1.1306839,31.870186,27.76506082791692
2024-01-02 07:00:00,1,-0.7544861,-3.484146,3.5649016,257.0111,83419.54,1.1307285,29.41578,16.754110027925336
2024-01-02 08:00:00,1,-1.0484619,-1.8987885,2.1690252,257.4992,83406.09,1.1284034,19.976517,0.0
2024-01-02 09:00:00,1,-1.4821625,-0.71440125,1.6453494,258.26694,83406.016,1.1250479,20.073597,0.0
2024-01-02 10:00:00,1,-1.9903107,-0.34695435,2.0203252,264.91675,83409.17,1.096849,25.71563,0.0
2024-01-02 11:00:00,1,-2.4044647,0.08609009,2.4060054,266.78363,83433.805,1.0894953,37.908474,0.0
2024-01-02 12:00:00,1,-2.6877441,0.508667,2.7354543,270.32068,83420.25,1.0750649,92.05968,0.0
2024-01-02 13:00:00,1,-2.2301025,0.84628296,2.3852782,274.11108,83385.89,1.0597622,196.01617,0.0
2024-01-02 14:00:00,1,-1.0074615,1.4070892,1.7305717,274.1494,83347.68,1.0591285,283.18134,0.0
2024-01-02 15:00:00,1,0.45718384,1.4902191,1.558772,274.09424,83286.0,1.0585577,373.2343,0.0
2024-01-02 16:00:00,1,1.6961212,1.3936768,2.195259,275.48828,83260.0,1.0528724,443.8161,0.0
2024-01-02 17:00:00,1,2.6265717,1.5120544,3.0307074,275.7334,83247.59,1.0517797,426.06174,0.0
2024-01-02 18:00:00,1,4.371765,1.7722778,4.71734,268.74255,83266.58,1.0793859,216.64883,56.8532889826085
2024-01-02 19:00:00,1,5.475189,1.206543,5.6065536,267.17245,83322.31,1.0864558,127.55757,104.08799390439876
2024-01-02 20:00:00,1,5.8850403,0.2730255,5.89137,266.98032,83304.875,1.0870103,113.01189,121.60265543442378
2024-01-02 21:00:00,1,5.7905426,-0.6062622,5.8221936,266.99484,83306.42,1.0869713,98.49995,117.35738566996318
2024-01-02 22:00:00,1,5.912216,-0.8614044,5.9746394,265.3703,83292.055,1.093437,91.97046,127.45688487785256
2024-01-02 23:00:00,1,5.9897614,-1.1265259,6.0947766,264.92178,83235.26,1.0945412,86.19268,135.5600414259151
2024-01-03 00:00:00,1,5.890854,-1.2653351,6.0252166,264.8761,83218.69,1.0945121,79.028076,130.7043907693156
2024-01-03 01:00:00,1,5.9043274,-1.5502472,6.104453,262.7434,83159.0,1.1026049,76.23444,137.50434702656838
2024-01-03 02:00:00,1,6.0470276,-2.0430145,6.382825,262.81775,83144.375,1.1020992,77.94598,164.6322584573404
2024-01-03 03:00:00,1,5.9724426,-2.791336,6.592543,262.88638,83106.09,1.101304,78.34943,184.98368285270485
2024-01-03 04:00:00,1,5.7661743,-3.0515442,6.5238557,262.22144,83062.93,1.1035234,73.251114,178.6384931739087
2024-01-03 05:00:00,1,5.82753,-3.0214539,6.5642433,263.12494,83005.03,1.0989676,72.051216,181.8347947610461
2024-01-03 06:00:00,1,5.6827087,-4.1368103,7.0289674,261.72473,82965.484,1.1043206,73.9127,228.2056043664723
2024-01-03 07:00:00,1,5.816345,-3.2473145,6.6614504,261.76666,82904.73,1.103335,66.53547,192.06312596316164
2024-01-03 08:00:00,1,6.0621796,-2.0906982,6.412569,261.9064,82897.84,1.1026549,66.41569,167.62210432863708
2024-01-03 09:00:00,1,6.178131,-2.0900574,6.522089,262.0077,82942.33,1.10282,70.18183,178.35195329617736
2024-01-03 10:00:00,1,5.936157,-2.2599487,6.351797,267.5274,82932.016,1.0799321,75.83533,158.35112730811758
2024-01-03 11:00:00,1,5.910202,-2.936554,6.599533,268.39966,82943.78,1.0765752,142.27672,181.49698221727093
2024-01-03 12:00:00,1,5.5885773,-3.2856598,6.4828815,268.7014,82952.61,1.0754807,329.41855,170.1933070499323
2024-01-03 13:00:00,1,6.145981,-2.8150024,6.7599792,274.07886,82931.24,1.0541079,496.5474,192.6989871492633
2024-01-03 14:00:00,1,6.804367,-2.5792847,7.2768207,274.36426,82912.78,1.052777,624.88214,246.94768867219076
2024-01-03 15:00:00,1,6.76503,-2.2017212,7.114296,274.63696,82888.8,1.0514275,682.7975,225.978467471041
2024-01-03 16:00:00,1,6.258209,-1.5809631,6.4548144,274.35962,82898.914,1.0526189,688.6155,163.95698971881282
2024-01-03 17:00:00,1,5.7578125,-0.87112427,5.8233376,274.20068,82944.914,1.0538133,639.10876,113.84540000505343
2024-01-03 18:00:00,1,5.1458282,-1.4388885,5.343215,269.39642,82925.97,1.0723615,422.07684,86.81047069836525
2024-01-03 19:00:00,1,3.901596,-1.0299988,4.0352635,268.53894,82977.05,1.0764482,156.55151,30.22822925794315
2024-01-03 20:00:00,1,3.179245,-0.61920166,3.2389827,268.0076,83019.82,1.0791384,102.672775,6.071313246629655
2024-01-03 21:00:00,1,2.1058502,-0.7320099,2.2294493,267.39893,83058.266,1.0820956,59.723682,0.0
2024-01-03 22:00:00,1,1.3274078,-0.636673,1.472197,265.409,83047.82,1.0900717,30.645817,0.0
2024-01-03 23:00:00,1,0.8985596,-0.9093628,1.278417,263.28687,83027.0,1.0985824,27.525768,0.0
2024-01-04 00:00:00,1,0.53430176,-1.5573425,1.646449,263.16122,83018.06,1.0989885,26.814163,0.0
2024-01-04 01:00:00,1,0.2953186,-1.5924072,1.6195598,262.1955,83032.25,1.1032249,23.017492,0.0
2024-01-04 02:00:00,1,0.105026245,-1.1456299,1.150434,261.9427,83014.56,1.1040543,21.674255,0.0
2024-01-04 03:00:00,1,0.2237854,-0.42051697,0.47635537,261.90204,83044.52,1.1046243,20.64181,0.0
2024-01-04 04:00:00,1,0.70355225,0.1542511,0.72026324,260.37195,83006.34,1.1106048,19.831202,0.0
2024-01-04 05:00:00,1,1.3930664,0.14607239,1.4007038,260.42468,82998.0,1.1102684,19.07892,0.0
2024-01-04 06:00:00,1,1.4113464,-3.0101624,3.3246017,261.5047,82972.78,1.1053469,37.196518,8.887605571412655
2024-01-04 07:00:00,1,0.9860382,-3.2313995,3.3784928,259.62534,82942.64,1.1129438,27.94849,10.640083377956582
2024-01-04 08:00:00,1,0.6331024,-1.6522675,1.7694085,259.08496,82998.67,1.1160185,21.34965,0.0
2024-01-04 09:00:00,1,0.7898865,-0.7197571,1.0686303,259.05136,83048.92,1.116839,18.53926,0.0
2024-01-04 10:00:00,1,1.3173828,-0.21855164,1.3353884,264.2753,83094.22,1.0953596,18.43441,0.0
2024-01-04 11:00:00,1,2.1295166,-0.30270386,2.1509233,265.07715,83116.72,1.0923419,28.656984,0.0
2024-01-04 12:00:00,1,2.777298,-0.73361206,2.8725548,265.25574,83128.95,1.0917671,182.94357,0.0
2024-01-04 13:00:00,1,3.959961,-0.19277954,3.9646506,270.47095,83117.95,1.070574,309.48267,27.93143223955685
2024-01-04 14:00:00,1,5.4709167,-0.048858643,5.471135,270.87646,83062.86,1.0682627,439.4734,94.18594693057398
2024-01-04 15:00:00,1,6.642639,-0.45489502,6.658197,271.21313,83036.55,1.0665987,557.77295,185.36069290760352
2024-01-04 16:00:00,1,7.384674,-1.098999,7.466004,272.3147,83049.04,1.0624439,648.5811,273.5073684500569
2024-01-04 17:00:00,1,7.2498474,-1.2910767,7.3639097,272.41602,83089.34,1.0625641,646.23785,260.4273990691319
2024-01-04 18:00:00,1,6.1141663,-0.3328247,6.123218,267.39856,83064.08,1.082173,308.23846,136.7561170832042
2024-01-04 19:00:00,1,6.4978943,-0.18998718,6.500671,266.33478,83089.68,1.0868301,181.43962,173.7029132515869
2024-01-04 20:00:00,1,6.819519,-0.74046326,6.859601,265.75665,83175.53,1.0903198,157.93837,208.94569753398628
2024-01-04 21:00:00,1,6.594757,-2.100586,6.92122,265.1553,83201.28,1.0931308,131.6584,215.45426932488363
2024-01-04 22:00:00,1,6.100647,-3.4687958,7.017865,263.92047,83241.76,1.0987797,108.62463,225.9793991221272
2024-01-04 23:00:00,1,5.7794952,-4.0383606,7.050597,262.7288,83206.8,1.1033,95.89978,230.10975304755573
2024-01-05 00:00:00,1,5.45282,-4.385681,6.9976745,262.5307,83214.95,1.1042407,86.49179,225.1264949613428
2024-01-05 01:00:00,1,5.267929,-4.9711456,7.2431602,261.63733,83210.41,1.1079506,87.08144,255.38231450070177
2024-01-05 02:00:00,1,5.0316315,-5.366913,7.3567023,261.7486,83207.336,1.1074388,85.57346,270.4612127018846
2024-01-05 03:00:00,1,4.840805,-5.3134766,7.1879363,261.8056,83199.13,1.1070884,78.75586,247.79457846080425
2024-01-05 04:00:00,1,4.548752,-4.945221,6.719104,260.0404,83179.234,1.114337,68.23846,199.67232627613623
2024-01-05 05:00:00,1,4.2769165,-4.4084015,6.1421514,260.05768,83167.14,1.1141009,57.36488,142.6604242282743
2024-01-05 06:00:00,1,3.0794983,-6.347,7.054624,258.96423,83117.05,1.1181313,70.3641,233.60210849282615
2024-01-05 07:00:00,1,2.3185883,-5.405258,5.881553,259.13995,83146.21,1.1177652,56.800003,124.42430106755036
2024-01-05 08:00:00,1,1.7200775,-3.288391,3.7110891,259.14456,83142.79,1.1176993,36.833015,21.16880921261523
2024-01-05 09:00:00,1,1.1873016,-1.9806519,2.3092568,259.08646,83168.625,1.1182973,22.500906,0.0
2024-01-05 10:00:00,1,0.85084534,-1.2715912,1.5299941,263.12067,83196.16,1.1015159,20.392456,0.0
2024-01-05 11:00:00,1,0.43998718,-1.2936249,1.3664019,265.89,83235.83,1.0905629,26.842258,0.0
2024-01-05 12:00:00,1,-0.0035858154,-1.5733032,1.5733074,267.18054,83252.36,1.0855108,90.07593,0.0
2024-01-05 13:00:00,1,0.0619812,-0.8998108,0.901943,272.87695,83219.48,1.0624306,221.72282,0.0
2024-01-05 14:00:00,1,1.0588379,-0.32470703,1.1075072,273.12183,83172.49,1.0608788,326.3884,0.0
2024-01-05 15:00:00,1,1.9536285,0.14526367,1.9590217,273.34644,83129.734,1.0594621,412.45703,0.0
2024-01-05 16:00:00,1,2.5163116,0.3618164,2.542191,274.99756,83127.92,1.053078,452.2848,0.0
2024-01-05 17:00:00,1,2.9398499,0.6016998,3.0007932,275.0232,83143.8,1.0531809,438.44046,0.0
2024-01-05 18:00:00,1,2.6912537,0.18728638,2.6977625,268.52588,83124.56,1.0784144,137.77197,0.0
2024-01-05 19:00:00,1,3.000122,0.045410156,3.0004656,267.06412,83192.12,1.0851983,66.46832,0.0
2024-01-05 20:00:00,1,3.1425018,-0.17170715,3.1471894,266.33588,83246.16,1.0888724,54.542557,3.307421632994729
2024-01-05 21:00:00,1,2.424591,-1.2178802,2.7132773,266.1787,83269.33,1.0898186,42.523186,0.0
2024-01-05 22:00:00,1,1.0148468,-2.0484009,2.286014,264.2013,83305.984,1.0984588,31.395456,0.0
2024-01-05 23:00:00,1,-0.48835754,-1.689621,1.7587814,262.7881,83242.41,1.103523,23.301762,0.0
2024-01-06 00:00:00,1,-1.7556915,-0.49499512,1.8241363,261.92416,83258.734,1.10738,24.818233,0.0
2024-01-06 01:00:00,1,-2.809784,0.63153076,2.8798814,262.0171,83253.45,1.1069171,32.944916,0.0
2024-01-06 02:00:00,1,-3.6177673,1.2168884,3.8169436,262.22577,83250.16,1.1059924,43.884388,24.248618994324275
2024-01-06 03:00:00,1,-4.087448,0.9439392,4.1950274,262.7969,83236.61,1.1034092,50.752068,37.22252146631374
2024-01-06 04:00:00,1,-4.6413116,0.55088806,4.6738906,261.6213,83200.56,1.1078874,57.023537,56.60918658807224
2024-01-06 05:00:00,1,-4.892105,0.29629517,4.9010696,261.5285,83170.16,1.1078756,57.913357,65.73410628762765
2024-01-06 06:00:00,1,-5.661972,-1.2250061,5.792976,260.48932,83176.51,1.1123801,65.75704,118.26761694048496
2024-01-06 07:00:00,1,-5.441559,-0.5026245,5.4647226,260.7165,83125.09,1.1107239,58.97481,97.52791744830022
2024-01-06 08:00:00,1,-5.078949,-0.050323486,5.0791984,260.96356,83141.06,1.1098855,55.164078,73.32115641030431
2024-01-06 09:00:00,1,-4.4424896,-0.2628479,4.4502587,261.04257,83133.125,1.1094437,50.996544,47.69295385418025
2024-01-06 10:00:00,1,-3.7925568,-0.019882202,3.792609,266.79974,83190.32,1.0862502,51.891758,23.07034159002693
2024-01-06 11:00:00,1,-3.5472412,0.4086914,3.570707,267.7809,83196.06,1.0823448,84.77829,16.214401094657614
2024-01-06 12:00:00,1,-2.7621765,0.62991333,2.833092,267.31976,83223.19,1.0845654,148.2482,0.0
2024-01-06 13:00:00,1,-1.7564697,1.2068939,2.131145,272.76465,83158.17,1.0620852,249.03,0.0
2024-01-06 14:00:00,1,-0.5557556,1.2460632,1.3643819,272.6482,83112.03,1.0619491,329.46207,0.0
2024-01-06 15:00:00,1,0.59625244,1.0754395,1.2296695,272.62134,83051.67,1.0612825,405.31177,0.0
2024-01-06 16:00:00,1,1.5469971,0.81114197,1.7467545,273.83984,83042.266,1.0564404,466.68982,0.0
2024-01-06 17:00:00,1,2.3059082,0.7182007,2.4151657,273.81543,83096.12,1.0572197,454.3222,0.0
2024-01-06 18:00:00,1,2.8887787,1.2055359,3.130233,268.66443,83087.97,1.0773839,210.86845,2.7573486484532097
2024-01-06 19:00:00,1,2.9961395,0.4452362,3.0290408,267.19165,83088.74,1.0833325,74.16609,0.0
2024-01-06 20:00:00,1,3.2073364,0.36386108,3.2279098,266.07526,83139.7,1.0885452,58.71886,5.784329135877509
2024-01-06 21:00:00,1,3.3595886,0.818985,3.4579723,266.0434,83162.06,1.0889684,54.06996,12.851627028612524
2024-01-06 22:00:00,1,3.428772,0.63894653,3.4877973,264.6112,83182.95,1.0951374,50.966988,13.845522252162636
2024-01-06 23:00:00,1,2.9682312,-0.2532196,2.9790127,264.20813,83153.484,1.0964196,42.158085,0.0
2024-01-07 00:00:00,1,2.506775,-0.9800415,2.6915426,262.89807,83140.7,1.1017137,36.938972,0.0
2024-01-07 01:00:00,1,2.524643,-1.5380707,2.9562619,262.10727,83142.766,1.1050651,35.823547,0.0
2024-01-07 02:00:00,1,2.7677917,-1.8034668,3.3035078,261.8871,83101.85,1.1054499,33.594246,8.230852888242776
2024-01-07 03:00:00,1,3.130844,-2.0850067,3.7615738,261.87982,83085.484,1.1052629,34.936844,22.50681457078966
2024-01-07 04:00:00,1,3.3036804,-2.112564,3.9213812,261.21844,83045.34,1.107526,34.131557,27.54409809744595
2024-01-07 05:00:00,1,3.495926,-1.9181366,3.9875739,261.34454,83055.65,1.107129,34.04358,29.60085121631052
2024-01-07 06:00:00,1,4.1399536,-2.9565277,5.0872655,261.37372,83020.08,1.1065313,42.756504,73.60303409963959
2024-01-07 07:00:00,1,4.661331,-2.6410217,5.357518,261.54694,83008.695,1.1056467,45.4058,90.3969392883914
2024-01-07 08:00:00,1,5.0364532,-2.2689667,5.5239544,261.52112,83002.03,1.1056672,49.636623,100.77763597776335
2024-01-07 09:00:00,1,5.6187134,-1.6713715,5.8620324,261.35754,83015.266,1.1065356,55.51201,121.9559986864978
2024-01-07 10:00:00,1,5.993988,-0.85917664,6.055252,267.36227,83078.28,1.0825049,70.46624,131.10430056100893
2024-01-07 11:00:00,1,5.9618683,-0.5851593,5.990516,267.56848,83135.67,1.0824177,134.94687,127.14168548427016
2024-01-07 12:00:00,1,4.9203186,-0.50927734,4.9466047,267.16144,83103.586,1.0836486,256.7998,66.08573005606195
2024-01-07 13:00:00,1,4.7712555,-0.43455505,4.7910037,271.74365,83062.266,1.064846,330.96786,58.93150990152292
2024-01-07 14:00:00,1,5.229019,-1.1195374,5.347523,272.31445,82974.81,1.0614953,409.73587,86.18875876903242
2024-01-07 15:00:00,1,5.662094,-1.4221802,5.837971,272.614,82894.87,1.0593072,489.23267,115.31320708117022
2024-01-07 16:00:00,1,6.134247,-1.3050385,6.2715316,274.01172,82880.016,1.053715,553.4829,147.01087594210236
2024-01-07 17:00:00,1,6.0906982,-0.67259216,6.1277227,274.0315,82859.84,1.0533825,539.86536,133.53836833126226
2024-01-07 18:00:00,1,5.7430267,0.12513733,5.74439,269.7525,82901.11,1.0706248,313.62524,110.8944138655204
2024-01-07 19:00:00,1,5.8014374,-0.7423096,5.8487353,268.21463,82890.625,1.0766274,170.72134,117.85225941945647
2024-01-07 20:00:00,1,5.5806274,-1.4523926,5.766528,267.958,82884.586,1.07758,128.7581,112.96028910082356
2024-01-07 21:00:00,1,5.7519684,-1.2726135,5.8910685,267.637,82897.44,1.0790397,122.31753,120.69265138654596
2024-01-07 22:00:00,1,6.6683044,-1.5827484,6.8535666,265.92273,82914.6,1.0862206,153.97643,207.57922080493665
2024-01-07 23:00:00,1,7.123169,-2.8029938,7.654823,265.32404,82918.49,1.0887227,183.9782,305.11745993813884
2024-01-08 00:00:00,1,6.943329,-4.402191,8.221259,264.9452,82924.69,1.0903609,184.41887,385.3159051513919
2024-01-08 01:00:00,1,6.5312195,-5.4599915,8.512834,264.83807,82926.64,1.0908276,185.41557,436.7340873654046
2024-01-08 02:00:00,1,6.2187805,-5.345276,8.200317,264.7681,82949.32,1.0914143,170.91458,382.0050178789653
2024-01-08 03:00:00,1,6.3683624,-4.2564087,7.659834,264.7745,82959.26,1.0915186,158.30118,306.56208169786584
2024-01-08 04:00:00,1,6.69429,-3.131958,7.390716,263.6162,82992.33,1.0967517,154.90239,272.3597712443281
2024-01-08 05:00:00,1,6.843048,-2.8130188,7.3986745,263.18988,83015.516,1.0988352,155.63466,273.93409800958415
2024-01-08 06:00:00,1,5.998001,-4.659073,7.594931,262.47345,83019.016,1.1018809,134.41145,300.8291890564882
2024-01-08 07:00:00,1,5.883377,-4.5244446,7.4219084,262.1951,83062.85,1.1036332,114.64427,278.229216087511
2024-01-08 08:00:00,1,6.618286,-3.859909,7.6616325,262.01114,83074.42,1.1045618,110.60019,310.46547035498475
2024-01-08 09:00:00,1,6.8489075,-3.6638641,7.767331,261.91458,83167.61,1.1062086,113.24182,325.05966854771907
2024-01-08 10:00:00,1,6.8298187,-2.7880096,7.376952,264.68652,83228.38,1.0954236,124.54828,270.20774338201124
2024-01-08 11:00:00,1,6.8691254,-1.5004883,7.031099,265.8271,83306.484,1.091747,247.20168,225.8135394238499
2024-01-08 12:00:00,1,6.506302,-0.49090576,6.524795,266.65924,83306.2,1.0883365,360.04526,176.27064668309072
2024-01-08 13:00:00,1,7.3367157,0.040130615,7.3368254,271.71582,83272.92,1.067656,474.90674,258.1805504259837
2024-01-08 14:00:00,1,8.068817,-0.22671509,8.072001,272.2578,83219.95,1.0648528,612.1196,352.11729753748216
2024-01-08 15:00:00,1,8.414261,-0.85502625,8.457592,272.61768,83206.3,1.0632727,701.7656,416.2368468798012
2024-01-08 16:00:00,1,8.108276,-1.343811,8.218879,274.31104,83177.05,1.0563375,685.6221,372.8873868682596
2024-01-08 17:00:00,1,7.4003754,-1.4391022,7.5390034,274.50244,83217.66,1.0561163,597.5095,281.1961572734855
2024-01-08 18:00:00,1,6.3393097,-0.69129944,6.376891,269.46393,83244.63,1.0762126,354.11444,160.19932280812532
2024-01-08 19:00:00,1,5.657379,-1.3655853,5.819859,268.07416,83245.19,1.0817991,137.9872,116.65652023117572
2024-01-08 20:00:00,1,4.8121643,-2.0161438,5.2174478,267.35724,83257.74,1.0848637,82.14954,80.12723443415842
2024-01-08 21:00:00,1,3.6917725,-3.0821838,4.809266,267.1313,83249.97,1.0856799,61.4047,60.80339545546327
2024-01-08 22:00:00,1,2.5917206,-3.9697266,4.740859,265.74387,83260.34,1.0914841,50.501026,58.42127872526439
2024-01-08 23:00:00,1,1.993866,-3.7558136,4.2522507,263.04202,83222.25,1.1021907,40.105373,39.468217810896114
2024-01-09 00:00:00,1,1.5281982,-3.0308075,3.3942869,262.7395,83199.61,1.1031598,30.471844,11.037889107860764
2024-01-09 01:00:00,1,0.71040344,-2.4895325,2.5889082,260.56104,83156.94,1.1118124,25.12125,0.0
2024-01-09 02:00:00,1,-0.2910614,-1.8243408,1.8474134,260.3867,83134.91,1.112262,22.61062,0.0
2024-01-09 03:00:00,1,-0.97169495,-1.5110321,1.796499,260.65228,83125.16,1.1109984,23.098871,0.0
2024-01-09 04:00:00,1,-1.6661072,-1.6434784,2.340285,259.65802,83103.34,1.1149598,25.659496,0.0
2024-01-09 05:00:00,1,-2.1918488,-1.9237213,2.916317,260.09573,83087.7,1.112874,26.552958,0.0
2024-01-09 06:00:00,1,-1.9804077,-1.9227753,2.760268,259.8224,83067.81,1.1137781,24.738285,0.0
2024-01-09 07:00:00,1,-2.336502,-1.2349548,2.6427932,260.72574,83036.16,1.1094961,22.896696,0.0
2024-01-09 08:00:00,1,-2.0211792,-0.9187012,2.220175,261.85504,83040.89,1.1047742,24.233173,0.0
2024-01-09 09:00:00,1,-1.5169525,-1.178009,1.920638,262.31177,83039.83,1.1028366,23.913357,0.0
2024-01-09 10:00:00,1,-1.3378906,-1.4892883,2.0019817,268.7932,83070.8,1.0766451,24.921726,0.0
2024-01-09 11:00:00,1,-1.4466858,-0.89328,1.7002497,269.5548,83101.336,1.0739979,25.489159,0.0
2024-01-09 12:00:00,1,-1.7310181,0.46365356,1.7920374,269.53442,83071.72,1.0736963,56.093933,0.0
2024-01-09 13:00:00,1,-1.4321442,1.1168976,1.8161765,276.02832,83077.59,1.0485103,206.30292,0.0
2024-01-09 14:00:00,1,-0.37269592,1.3020935,1.3543817,275.9209,82991.06,1.047826,294.86868,0.0
2024-01-09 15:00:00,1,0.86286926,0.91381836,1.2568244,275.7754,82965.48,1.0480558,353.31732,0.0
2024-01-09 16:00:00,1,1.9716644,0.5609131,2.0498986,277.43262,82969.93,1.0418512,419.54248,0.0
2024-01-09 17:00:00,1,2.960556,0.22236633,2.9688952,277.6621,82975.13,1.0410553,429.65222,0.0
2024-01-09 18:00:00,1,4.126007,-0.18034363,4.1299467,270.62177,83029.66,1.0688406,200.38432,33.53427633788602
2024-01-09 19:00:00,1,4.8871307,-0.822464,4.9558544,268.90033,83091.78,1.076488,109.63555,66.01006910325158
2024-01-09 20:00:00,1,5.7672577,0.2048645,5.770895,268.6637,83149.88,1.0781895,98.13458,113.28973748889418
2024-01-09 21:00:00,1,6.899643,0.54782104,6.9213567,268.77243,83202.09,1.07843,128.80052,212.56985439341216
2024-01-09 22:00:00,1,7.717407,-0.16069031,7.71908,266.75244,83239.22,1.0870814,164.20618,313.09977603063004
2024-01-09 23:00:00,1,7.4383087,-1.4162292,7.5719314,265.69003,83215.734,1.0911204,144.48456,294.8584014502416
2024-01-10 00:00:00,1,6.4815216,-2.6963959,7.0200195,265.51538,83208.03,1.091737,101.64055,224.73943397853031
2024-01-10 01:00:00,1,5.468704,-3.3210144,6.398114,264.21902,83172.88,1.09663,75.6347,165.30128672302104
2024-01-10 02:00:00,1,4.6871033,-2.8459473,5.483462,263.83514,83154.23,1.0979793,55.90848,97.56933427988788
2024-01-10 03:00:00,1,4.1194916,-1.6412659,4.4344068,263.52954,83113.25,1.0987109,40.834953,46.60008535826616
2024-01-10 04:00:00,1,3.6509552,-0.75250244,3.727698,262.79987,83071.16,1.1012036,35.9007,21.37216602226276
2024-01-10 05:00:00,1,3.3670197,-0.5791626,3.4164677,262.7002,83041.22,1.1012243,37.02771,11.707345799305612
2024-01-10 06:00:00,1,3.3333893,-2.474289,4.1513357,262.07568,82985.53,1.1031083,38.390793,35.46487973440705
2024-01-10 07:00:00,1,3.315384,-1.7142944,3.7323687,262.49097,82975.66,1.1012319,31.409466,21.517763823342467
2024-01-10 08:00:00,1,2.7858887,-0.5412903,2.8379872,262.4898,82945.125,1.1008316,31.044094,0.0
2024-01-10 09:00:00,1,2.8204193,-0.73127747,2.9136803,262.40454,82946.2,1.1012037,36.188255,0.0
2024-01-10 10:00:00,1,3.3273926,-0.88235474,3.4423962,268.49335,82942.95,1.0761887,41.775024,12.228087481072768
2024-01-10 11:00:00,1,3.6960144,-1.1039581,3.8573625,269.1297,82959.94,1.0738639,60.05542,24.768226013718
2024-01-10 12:00:00,1,3.971222,-1.1813965,4.143224,269.00897,82955.58,1.0742894,162.31932,34.22238526974614
2024-01-10 13:00:00,1,3.8779907,-0.8243103,3.964631,275.41064,82873.58,1.0482813,299.7981,27.3492341737051
2024-01-10 14:00:00,1,4.8347626,-0.9697113,4.9310517,276.03198,82784.766,1.0448008,418.03558,63.12743705052013
2024-01-10 15:00:00,1,5.5115814,-1.5739746,5.7319217,276.59692,82754.85,1.0422901,512.2833,107.22656166321389
2024-01-10 16:00:00,1,5.8064575,-2.1800385,6.202219,278.68896,82719.56,1.0340247,561.5907,137.9115878964897
2024-01-10 17:00:00,1,5.5442505,-2.2953644,6.0006175,278.95215,82742.36,1.0333339,534.5333,121.96496784009383
2024-01-10 18:00:00,1,5.5238495,-1.8126526,5.813658,272.68127,82762.38,1.0573534,293.92322,113.65060476824468
2024-01-10 19:00:00,1,5.5721283,-1.6035156,5.798265,270.7843,82770.22,1.0648614,137.38261,113.53311359794895
2024-01-10 20:00:00,1,5.342392,-1.0779266,5.4500527,269.6596,82836.75,1.0701622,95.97751,93.08092661318528
2024-01-10 21:00:00,1,5.27652,-0.5754547,5.3078065,269.33463,82872.97,1.071922,79.305756,84.63419876231558
